Master Record Number,Year,Month,Day,Weekend?,Hour,Collision Type,Injury Type,Primary Factor,Reported_Location,Latitude,Longitude
902213124,2014,4,6,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,S EASTMONT AVE & S WALTER,39.127632,-86.617376
902358391,2014,12,2,Weekday,0,2-Car,Incapacitating,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,SOUTH ROGERS & WEST TERRACE,39.127616,-86.538688
902346721,2014,12,3,Weekday,2200,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SOUTH MCDOUGAL & WEST LOCKVIEW,39.1273503,-86.55407019
902274084,2014,8,6,Weekday,1400,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WALNUT ST PIKE,39.12716835,-86.52677353
902153488,2014,1,2,Weekday,1200,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,HEATHERWOOD & LEONARD SPRINGS RD,39.126976,-86.582464
902176627,2014,2,2,Weekday,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HEATHERWOOD LN & LEONARD SPRINGS,39.126976,-86.582464
902286973,2014,8,2,Weekday,2200,1-Car,Non-incapacitating,DRIVER ASLEEP OR FATIGUED,N BOTTOM & SR37S,39.12682515,-86.54193017
902216358,2014,4,6,Weekday,1600,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,BURKS & WALNUT ST,39.12666969,-86.53136998
902251053,2014,6,3,Weekday,1600,3+ Cars,Non-incapacitating,FOLLOWING TOO CLOSELY,BURKS & WALNUT ST,39.12666969,-86.53136998
902320359,2014,10,6,Weekday,1100,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,BURKS & S WALNUT,39.12666969,-86.53136998
902233880,2014,4,5,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SOUTH STATE ROAD 37 HWY,39.12660505,-86.5726527
902196481,2014,3,3,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,CANADA & S SARE RD,39.12658989,-86.50429978
902199112,2014,3,6,Weekday,0,2-Car,No injury/unknown,UNSAFE BACKING,E BURKS DR & ODELL,39.12654027,-86.52875597
902272022,2014,7,2,Weekday,1900,Cyclist,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,BURKS & WALNUT SPRINGS DR,39.12654027,-86.52873001
902248055,2014,6,4,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,S ODELL DR,39.12644841,-86.52893185
902297964,2014,9,2,Weekday,1600,2-Car,No injury/unknown,UNSAFE SPEED,SR37 & W FULLERTON,39.12635975,-86.57267824
902241122,2014,5,2,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,S WALNUT ST PIKE,39.12631655,-86.52674475
902363227,2014,12,4,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S WALNUT & W PINEWOOD,39.12623704,-86.53143033
902337890,2014,11,3,Weekday,2000,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HEATHER & SHERBROOKE,39.12584022,-86.51970975
902188974,2014,2,2,Weekday,700,2-Car,No injury/unknown,LEFT OF CENTER,EAST BURKS DR & KENNEDY,39.12580239,-86.52801375
902194649,2014,3,7,Weekend,1700,2-Car,No injury/unknown,LEFT OF CENTER,HEATHER & LAURA WAY,39.12578993,-86.51912972
902282082,2014,8,2,Weekday,900,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,BURKS & S WALNUT STREET PIKE,39.12556998,-86.5267197
902235741,2014,5,7,Weekend,2200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,WEST STATE ROAD 45,39.125552,-86.610192
902262099,2014,7,2,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W STATE ROAD 45,39.125552,-86.610192
902289490,2014,9,2,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S GILLHAM & SR45W,39.12546303,-86.61030469
902184833,2014,2,6,Weekday,1400,2-Car,Non-incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,SOUTH WALNUT ST & WEST COUNTRY CLUB,39.12540354,-86.53110981
902169361,2014,1,6,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,SR45W,39.125312,-86.610496
902173351,2014,1,3,Weekday,1400,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,STATE ROAD 45 HWY,39.125312,-86.610496
902184691,2014,2,6,Weekday,1500,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,W STATE RD 45 RD,39.125312,-86.610496
902188517,2014,2,5,Weekday,1000,2-Car,No injury/unknown,UNSAFE BACKING,SR45W,39.125312,-86.610496
902195072,2014,2,6,Weekend,1900,2-Car,No injury/unknown,IMPROPER TURNING,W STATE ROAD 45 RD,39.125312,-86.610496
902195372,2014,2,6,Weekday,1800,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,W SR 45 RD,39.125312,-86.610496
902222477,2014,4,4,Weekday,2000,2-Car,No injury/unknown,UNSAFE BACKING,SR45W,39.125312,-86.610496
902223794,2014,4,7,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,W STATE ROAD 45 HWY,39.125312,-86.610496
902225852,2014,4,4,Weekday,1400,2-Car,No injury/unknown,UNSAFE BACKING,W SR 45 RD,39.125312,-86.610496
902226450,2014,4,2,Weekday,1300,2-Car,No injury/unknown,UNSAFE BACKING,STATE ROAD 45 RD,39.125312,-86.610496
902229819,2014,5,1,Weekend,1700,1-Car,No injury/unknown,UNSAFE LANE MOVEMENT,WEST STATE ROAD 45 HWY,39.125312,-86.610496
902266078,2014,7,6,Weekend,1900,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR45W,39.125312,-86.610496
902271031,2014,7,5,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,WEST 45 HWY,39.125312,-86.610496
902272314,2014,7,1,Weekend,1300,3+ Cars,No injury/unknown,UNSAFE BACKING,W SR45 HWY,39.125312,-86.610496
902322419,2014,10,2,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W STATE ROAD 45,39.125312,-86.610496
902279929,2014,8,2,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,SR45W,39.125312,-86.610496
902288677,2014,8,5,Weekday,2300,2-Car,No injury/unknown,UNSAFE BACKING,WEST STATE ROAD 45 RD,39.125312,-86.610496
902290230,2014,9,3,Weekday,1300,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W STATE ROAD 45 RD,39.125312,-86.610496
902294842,2014,9,3,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,SR45W,39.125312,-86.610496
902295953,2014,9,6,Weekday,300,Moped/Motorcycle,Non-incapacitating,BRAKE FAILURE OR DEFECTIVE,W STATE RD 45 RD,39.125312,-86.610496
902303403,2014,9,6,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,W 45 HWY,39.125312,-86.610496
902303868,2014,9,2,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,SR45W,39.125312,-86.610496
902305932,2014,10,4,Weekday,900,2-Car,No injury/unknown,IMPROPER LANE USAGE,SR45W,39.125312,-86.610496
902314824,2014,10,4,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR45W,39.125312,-86.610496
902328260,2014,11,4,Weekday,1600,2-Car,No injury/unknown,UNSAFE BACKING,STATE ROAD 45,39.125312,-86.610496
902329395,2014,11,6,Weekday,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR45W,39.125312,-86.610496
902337448,2014,11,3,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,SR45W,39.125312,-86.610496
902339909,2014,11,6,Weekday,1200,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SR45W,39.125312,-86.610496
902341021,2014,11,7,Weekend,1500,2-Car,No injury/unknown,IMPROPER LANE USAGE,W STATE RD 45,39.125312,-86.610496
902346458,2014,12,2,Weekday,1600,2-Car,No injury/unknown,,W SR 45,39.125312,-86.610496
902349063,2014,12,7,Weekend,1900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W ST RD 45,39.125312,-86.610496
902352664,2014,12,6,Weekday,1200,2-Car,No injury/unknown,UNSAFE BACKING,W ST RD 45,39.125312,-86.610496
902362715,2014,12,3,Weekday,1700,2-Car,No injury/unknown,IMPROPER LANE USAGE,SR45W,39.125312,-86.610496
902169360,2014,1,6,Weekday,1500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SOUTH MCDOUGAL ST,39.12528992,-86.55259704
902258792,2014,7,4,Weekday,600,2-Car,No injury/unknown,UNSAFE BACKING,S MILL STONE WAY,39.12506161,-86.50869583
902277705,2014,8,3,Weekday,400,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,VERNAL & W INDUSTRIAL PARK DR,39.12451083,-86.56205981
902186024,2014,2,7,Weekend,1100,1-Car,No injury/unknown,UNSAFE SPEED,EAST CARDINAL GLEEN & S WALNUT STREET PIKE,39.12396075,-86.52653999
902223738,2014,4,7,Weekend,1500,2-Car,No injury/unknown,UNSAFE BACKING,S WALNUT ST,39.12392521,-86.52665691
902215353,2014,4,5,Weekday,200,1-Car,No injury/unknown,UNSAFE SPEED,HEATHER LN & S WALNUT ST,39.123856,-86.526656
902239064,2014,5,2,Weekday,2300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,FULLERTON & LEONARD SPRINGS RD,39.123376,-86.582592
902317045,2014,10,1,Weekday,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,SR37S & W FULLERTON,39.12326906,-86.57157013
902245935,2014,6,2,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FULLERTON PIKE & SIMS,39.123248,-86.578192
902190386,2014,2,4,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S ISON & SR45W,39.12318039,-86.60572814
902299328,2014,9,6,Weekend,1900,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,S ISON & SR45W,39.12318039,-86.60572814
902280280,2014,8,3,Weekday,1500,2-Car,No injury/unknown,UNSAFE SPEED,GORDON & S WALNUT ST,39.12282328,-86.52669309
902263593,2014,7,5,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FULLERTON PIKE & JUDD,39.122448,-86.574
902311834,2014,10,3,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & SR37S,39.12244371,-86.57123701
902257802,2014,6,2,Weekday,1500,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,ELLER & S GARRISON CHAPEL RD,39.122416,-86.64296
902302666,2014,9,4,Weekday,1200,2-Car,Non-incapacitating,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,RHORER & WALNUT ST,39.12240003,-86.52655958
902271391,2014,7,1,Weekday,1900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,DUNCAN & LEONARDSPRINGS RD,39.122352,-86.5964
902273061,2014,7,3,Weekday,2000,2-Car,No injury/unknown,LEFT OF CENTER,S DUNCAN & W LEONARD SPRINGS RD,39.122352,-86.5964
902271174,2014,7,7,Weekend,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,FULLERTON & SR37S,39.122352,-86.5712
902295109,2014,9,5,Weekday,700,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S STATE 37 & W FULLERTON PIKE,39.122352,-86.5712
902360532,2014,12,6,Weekday,900,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & SR37S,39.122352,-86.5712
902229814,2014,5,5,Weekday,1700,2-Car,Non-incapacitating,FOLLOWING TOO CLOSELY,ISON & W LEONARD SPRINGS RD,39.12230976,-86.60576976
902234290,2014,5,5,Weekday,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S ISON & W LEONARD SPRINGS RD,39.12230976,-86.60576976
902181313,2014,2,6,Weekday,800,1-Car,No injury/unknown,ENGINE FAILURE OR DEFECTIVE,S CASSANDRA & W LEONARD SPRINGS RD,39.12228671,-86.61264768
902248606,2014,6,5,Weekday,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,3900 BLK S WALNUT ST & RHORER,39.12226288,-86.52655049
902235844,2014,5,6,Weekday,1600,2-Car,No injury/unknown,IMPROPER TURNING,ELLER & SR45W,39.12224,-86.6144
902245413,2014,6,5,Weekday,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & ROCKPORT RD,39.122224,-86.562688
902352061,2014,12,3,Weekday,1700,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,FULLERTON & SR37,39.12221377,-86.57112747
902184018,2014,2,5,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S & W FULLERTON,39.12221146,-86.57353973
902357589,2014,12,7,Weekend,1000,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,FULLERTON & SR37S,39.12221146,-86.57353973
902325312,2014,11,7,Weekend,1300,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,FULLERTON & SR37S,39.12221146,-86.57353973
902227826,2014,5,2,Weekday,700,Bus,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37S & W FULLERTON,39.12221146,-86.57353973
902241005,2014,5,5,Weekday,1800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37S & W FULLERTON,39.12221146,-86.57353973
902249881,2014,6,1,Weekend,1800,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,FULLERTON & SR37S,39.12221146,-86.57353973
902155376,2014,1,4,Weekday,1100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,FULLERTON PIKE & JUDD,39.12209988,-86.57401253
902271560,2014,7,2,Weekday,800,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,SR37S & W THAT,39.12209401,-86.57097534
902354580,2014,12,3,Weekday,200,1-Car,Incapacitating,SPEED TOO FAST FOR WEATHER CONDITIONS,SR37S & WEST THAT,39.12202072,-86.57611847
902262098,2014,7,1,Weekday,2200,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,DUNLAP & SR45W,39.12196944,-86.61482007
902306697,2014,10,4,Weekday,1500,1-Car,Incapacitating,ANIMAL/OBJECT IN ROADWAY,E RHORER,39.1219368,-86.5036087
902291414,2014,9,4,Weekday,1600,1-Car,No injury/unknown,OBSTRUCTION NOT MARKED,FULLERTON & SR37S,39.1218974,-86.57080413
902162785,2014,1,6,Weekday,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HARRELL & RHORER RD,39.121808,-86.4993129
902157821,2014,1,6,Weekday,500,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E RHORER & HARRELL RD,39.121808,-86.498784
902360503,2014,12,5,Weekday,1900,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,4220 S HARRELL & E RHORER,39.121808,-86.498784
902184705,2014,2,6,Weekday,1500,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,SOUTH WICKENS & WEST GORDON PIKE,39.12180014,-86.54792994
902352553,2014,12,6,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,GORDON & SR37S,39.12179947,-86.54792786
902335667,2014,11,1,Weekend,1800,2-Car,No injury/unknown,UNSAFE BACKING,E DONINGTON & S BRIDWELL,39.12170576,-86.46293007
902216661,2014,4,6,Weekday,1700,3+ Cars,No injury/unknown,DRIVER ASLEEP OR FATIGUED,S ROGERS & W GORDON PIKE,39.121648,-86.539088
902275367,2014,7,3,Weekday,1300,1-Car,Incapacitating,RAN OFF ROAD RIGHT,S ROGERS ST & W GORDON,39.121648,-86.539088
902299070,2014,8,7,Weekend,2100,Moped/Motorcycle,Non-incapacitating,RAN OFF ROAD RIGHT,GORDAN PIKE & ROGERS,39.121648,-86.539088
902352074,2014,12,4,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,S ROGERS & W GORDON,39.121648,-86.539088
902267863,2014,7,4,Weekday,800,Moped/Motorcycle,Non-incapacitating,RAN OFF ROAD RIGHT,GORDON PIKE & S ROGERS,39.12163667,-86.5389123
902282393,2014,8,2,Weekday,1600,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,GORDON PIKE & ROGERS,39.12162533,-86.53873661
902336061,2014,11,2,Weekday,800,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,HARRELL & RHORER,39.12160202,-86.49878087
902329359,2014,11,6,Weekday,1100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W GORDON,39.12159053,-86.53819722
902190834,2014,2,5,Weekday,1500,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,E RHORER RD & S OLD SR 37,39.121552,-86.531296
902262548,2014,7,3,Weekday,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,E RHORER & S OLD STATE ROAD 37 RD,39.121552,-86.531296
902288777,2014,8,4,Weekday,800,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RHORER RD & S OLD SR 37,39.121552,-86.531296
902169370,2014,1,5,Weekday,1600,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,W GORDON PIKE,39.12154418,-86.53386009
902216997,2014,4,1,Weekday,1900,Cyclist,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,W GORDON PIKE,39.12154418,-86.53386009
902274153,2014,7,3,Weekday,1300,2-Car,No injury/unknown,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,W GORDON PIKE,39.12154418,-86.53386009
902286697,2014,8,1,Weekend,1800,2-Car,Non-incapacitating,LEFT OF CENTER,W GORDON PIKE,39.12154418,-86.53386009
902211720,2014,4,4,Weekday,700,2-Car,No injury/unknown,ROADWAY SURFACE CONDITION,E RHORER RD & JAMIE,39.12152,-86.51792
902175334,2014,2,2,Weekday,700,2-Car,No injury/unknown,IMPROPER TURNING,E RHORER RD & S KENNEDY,39.12145396,-86.52850072
902267633,2014,7,4,Weekday,1500,2-Car,No injury/unknown,UNSAFE LANE MOVEMENT,RHORER RD & WALNUT,39.12144423,-86.52596713
902312451,2014,10,1,Weekend,1200,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RHORER & SARE RD,39.12144005,-86.51157998
902200349,2014,3,2,Weekday,1700,2-Car,Non-incapacitating,OVERCORRECTING/OVERSTEERING,RHORER RD & SARE,39.12144005,-86.51157997
902156472,2014,1,3,Weekday,1700,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,RHORER RD & SARE,39.12144005,-86.51153671
902169373,2014,1,7,Weekend,2100,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E RHORER & S WALNUT STREET PIKE,39.12144,-86.526496
902179379,2014,2,3,Weekday,1600,Bus,Non-incapacitating,FOLLOWING TOO CLOSELY,E RHORER & WALNUT STREET PIKE,39.12144,-86.526496
902230569,2014,5,6,Weekend,2100,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E RHORER & SOUTH WALNUT STREET PIKE,39.12144,-86.526496
902241990,2014,5,7,Weekend,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,RHORER RD & SOUTH WALNUT STREET,39.12144,-86.526496
902242372,2014,5,4,Weekday,1500,2-Car,No injury/unknown,INSECURE/LEAKY LOAD,E RHORER & S WALNUT STREET PIKE,39.12144,-86.526496
902245813,2014,6,7,Weekend,2300,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,RHORER & S WALNUT ST,39.12144,-86.526496
902248052,2014,6,4,Weekday,1500,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RHORER & S WALNUT ST,39.12144,-86.526496
902274797,2014,8,1,Weekday,2100,2-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,RHORER & S WALNUT ST,39.12144,-86.526496
902307498,2014,10,6,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,RHORER & WALNUT ST,39.12144,-86.526496
902311836,2014,10,6,Weekday,1700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,E RHORER RD & S WALNUT STREET,39.12144,-86.526496
902328866,2014,11,3,Weekday,1600,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,RHORER & WALNUT STREET,39.12144,-86.526496
902339710,2014,11,5,Weekday,700,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RHORER ROAD & WALNUT STREET PIKE,39.12144,-86.526496
902361974,2014,12,2,Weekday,1000,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,RHORER & WALNUT STEET,39.12144,-86.526496
902331390,2014,11,2,Weekday,1900,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,OLD ST RD 37 & RHORER,39.12141994,-86.53134987
902287865,2014,8,5,Weekday,1300,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,E RHORER RD,39.12138976,-86.5299189
902312783,2014,10,1,Weekend,1300,2-Car,No injury/unknown,UNSAFE SPEED,BURKS & WALNUT ST,39.12138759,-86.53136998
902292113,2014,9,3,Weekday,1300,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,S DUNLAP & SR45S,39.12074425,-86.61672221
902299904,2014,9,6,Weekend,2200,2-Car,No injury/unknown,OVERCORRECTING/OVERSTEERING,SOUTH OLD SR 37 RD,39.12021637,-86.52938079
902353021,2014,12,6,Weekday,1800,2-Car,No injury/unknown,UNSAFE BACKING,FALCON & W DOVE,39.12017003,-86.54685834
902186246,2014,2,6,Weekday,1400,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,FULLERTON & SR37N,39.12007898,-86.56922069
902168887,2014,1,6,Weekday,1000,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,SOUTH OLD ST RD 37 & SR37S,39.11906052,-86.5313034
902251123,2014,6,1,Weekend,1400,2-Car,No injury/unknown,DISREGARD SIGNAL/REG SIGN,S OLD 37 & SR37S,39.11906052,-86.5313034
902280629,2014,8,6,Weekday,100,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,SOUTH OLD STATE ROAD 37 & SR37N,39.11906052,-86.5313034
902309156,2014,10,2,Weekday,1900,1-Car,No injury/unknown,BRAKE FAILURE OR DEFECTIVE,HILLSIDE & S WEATHERSTONE LN,39.11884817,-86.51882998
902245821,2014,6,4,Weekday,1700,3+ Cars,No injury/unknown,FOLLOWING TOO CLOSELY,DUNLAP & SR45S,39.11854315,-86.62032814
902336607,2014,11,4,Weekday,1600,2-Car,Non-incapacitating,LEFT OF CENTER,DUNLAP & SR45S,39.11854315,-86.62032814
902273605,2014,7,4,Weekday,100,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S ROCKPORT & SR37S,39.11832992,-86.56769774
902227267,2014,5,7,Weekend,1500,1-Car,No injury/unknown,STEERING FAILURE,GARRISON CHAPEL & SR48W,39.11790085,-86.64198333
902230846,2014,5,7,Weekend,1500,2-Car,No injury/unknown,FAILURE TO YIELD RIGHT OF WAY,ROCKPORT & SR37S,39.117648,-86.567104
902264696,2014,7,2,Weekday,1200,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,S ROCKPORT & SR37S,39.117648,-86.567104
902236280,2014,5,2,Weekday,1700,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,S ROCKPORT RD & SR37S,39.117648,-86.567104
902251287,2014,6,3,Weekday,1200,2-Car,Incapacitating,FAILURE TO YIELD RIGHT OF WAY,ROCKPORT ROAD & SR37S,39.117648,-86.567104
902253269,2014,6,1,Weekend,1200,Moped/Motorcycle,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,ROCKPORT & SR37S,39.117648,-86.567104
902321913,2014,10,1,Weekend,1500,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,ROCKPORT & SR37N,39.117648,-86.567104
902322426,2014,10,3,Weekday,800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,DAVID & SARE,39.11743515,-86.4965301
902188785,2014,2,4,Weekday,800,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ROGERS ST & THAT,39.11738659,-86.539392
902258449,2014,7,4,Weekday,100,1-Car,Non-incapacitating,UNSAFE SPEED,S GARRISON CHAPEL RD,39.11732979,-86.64174557
902162725,2014,1,5,Weekday,1800,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,GORDON PIKE,39.11717606,-86.53736114
902171445,2014,1,7,Weekend,2000,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,GORDON PIKE,39.11717606,-86.53736114
902231240,2014,5,1,Weekday,2200,2-Car,No injury/unknown,RAN OFF ROAD RIGHT,WEST GORDON PIKE LOT 109 RD,39.11717606,-86.53736114
902246829,2014,6,3,Weekday,1400,2-Car,No injury/unknown,IMPROPER TURNING,BAYWOOD DR & CLEAR VIEW,39.11716998,-86.54149849
902353580,2014,12,1,Weekend,900,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,W THAT & WATSON,39.117152,-86.573504
902352038,2014,12,4,Weekday,1800,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,S KETCHAM & W POPCORN,39.1170815,-86.56188011
902347583,2014,12,4,Weekday,1600,1-Car,No injury/unknown,RAN OFF ROAD RIGHT,LOCKVIEW & MCDOUGAL,39.11678592,-86.55407019
902186084,2014,2,6,Weekday,1400,2-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,ROCKPORT & SR37N,39.11664474,-86.5659002
902314719,2014,10,2,Weekday,300,1-Car,Non-incapacitating,DISREGARD SIGNAL/REG SIGN,ROCKPORT & SR37S,39.11664474,-86.5659002
902249877,2014,6,1,Weekend,1700,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,PINE GROVE & SR446S,39.116464,-86.428672
902278126,2014,8,1,Weekend,0,1-Car,Non-incapacitating,RAN OFF ROAD RIGHT,CRESTLINE & S WALNUT STREET PIKE,39.116352,-86.526496
902190574,2014,2,4,Weekday,600,1-Car,No injury/unknown,ANIMAL/OBJECT IN ROADWAY,DARRELL & SR45W,39.11614674,-86.62461322
902317099,2014,10,7,Weekend,1700,1-Car,No injury/unknown,SPEED TOO FAST FOR WEATHER CONDITIONS,E PINE GROVE & SR446S,39.11578002,-86.42874943
902246448,2014,6,1,Weekend,900,1-Car,No injury/unknown,LEFT OF CENTER,PINE GROVE RD & SR446S,39.11564322,-86.42876492
902155811,2014,1,5,Weekday,900,2-Car,Non-incapacitating,FAILURE TO YIELD RIGHT OF WAY,SR37N & THAT,39.115552,-86.564592
902167843,2014,1,5,Weekday,1400,2-Car,No injury/unknown,FOLLOWING TOO CLOSELY,SR37S & THAT RD,39.115552,-86.564592
902295231,2014,9,4,Weekday,2100,1-Car,Non-incapacitating,UNSAFE LANE MOVEMENT,SR37S & THAT,39.115552,-86.564592
902355951,2014,12,3,Weekday,1700,1-Car,No injury/unknown,LEFT OF CENTER,SR37N & W THAT,39.115552,-86.564592
902321334,2014,10,1,Weekend,1100,2-Car,No injury/unknown,,S PATTERSON,39.115248,-86.573504
902357467,2014,12,7,Weekend,700,2-Car,No injury/unknown,UNSAFE SPEED,PATRICIA LANE & W THAT RD,39.115248,-86.573504
